iter	Passed	Remaining
793	1278	331
794	1280	330
795	1281	328
796	1283	326
797	1285	325
798	1286	323
799	1288	322
800	1289	320
801	1290	318
802	1292	317
803	1293	315
804	1295	313
805	1296	312
806	1298	310
807	1300	308
808	1301	307
809	1303	305
810	1304	304
811	1306	302
812	1307	300
813	1308	299
814	1310	297
815	1312	295
816	1313	294
817	1315	292
818	1317	291
819	1319	289
820	1320	287
821	1322	286
822	1323	284
823	1325	283
824	1326	281
825	1328	279
826	1329	278
827	1331	276
828	1333	275
829	1334	273
830	1336	271
831	1337	270
832	1338	268
833	1340	266
834	1341	265
835	1343	263
836	1345	261
837	1346	260
838	1348	258
839	1350	257
840	1351	255
841	1353	253
842	1354	252
843	1355	250
844	1357	249
845	1358	247
846	1360	245
847	1362	244
848	1363	242
849	1365	240
850	1366	239
851	1368	237
852	1369	236
853	1370	234
854	1372	232
855	1373	231
856	1375	229
857	1376	227
858	1378	226
859	1380	224
860	1381	223
861	1383	221
862	1384	219
863	1386	218
864	1387	216
865	1388	214
866	1390	213
867	1392	211
868	1394	210
869	1395	208
870	1397	206
871	1398	205
872	1399	203
873	1401	202
874	1403	200
875	1404	198
876	1405	197
877	1407	195
878	1408	193
879	1410	192
880	1414	191
881	1415	189
882	1417	187
883	1418	186
884	1420	184
885	1421	182
886	1423	181
887	1424	179
888	1426	178
889	1427	176
890	1429	174
891	1430	173
892	1432	171
893	1433	169
894	1435	168
895	1436	166
896	1437	165
897	1439	163
898	1441	161
899	1442	160
900	1460	160
901	1461	158
902	1463	157
903	1465	155
904	1466	153
905	1468	152
906	1469	150
907	1471	149
908	1472	147
909	1474	145
910	1477	144
911	1478	142
912	1480	141
913	1482	139
914	1483	137
915	1485	136
916	1486	134
917	1488	132
918	1490	131
919	1491	129
920	1493	128
921	1494	126
922	1496	124
923	1498	123
924	1499	121
925	1501	119
926	1503	118
927	1505	116
928	1507	115
929	1508	113
930	1510	111
931	1511	110
932	1513	108
933	1514	107
934	1516	105
935	1517	103
936	1519	102
937	1521	100
938	1522	98
939	1524	97
940	1525	95
941	1527	94
942	1528	92
943	1530	90
944	1531	89
945	1533	87
946	1535	85
947	1537	84
948	1538	82
949	1540	81
950	1542	79
951	1543	77
952	1545	76
953	1546	74
954	1548	72
955	1549	71
956	1551	69
957	1553	68
958	1555	66
959	1556	64
960	1558	63
961	1560	61
962	1561	60
963	1563	58
964	1564	56
965	1566	55
966	1568	53
967	1570	51
968	1571	50
969	1573	48
970	1574	47
971	1576	45
972	1578	43
973	1579	42
974	1581	40
975	1583	38
976	1584	37
977	1586	35
978	1587	34
979	1589	32
980	1590	30
981	1592	29
982	1594	27
983	1595	25
984	1597	24
985	1598	22
986	1600	21
987	1601	19
988	1603	17
989	1604	16
990	1606	14
991	1608	12
992	1609	11
993	1611	9
994	1613	8
995	1614	6
996	1616	4
997	1617	3
998	1619	1
999	1620	0
