iter	Logloss
324	0.2128656899
325	0.2126375059
326	0.2116602611
327	0.2112609894
328	0.2103581002
329	0.2102078694
330	0.2099608134
331	0.2095949126
332	0.2092059996
333	0.2084556362
334	0.2078008574
335	0.207366168
336	0.2067445584
337	0.2061204212
338	0.2056616186
339	0.2052450258
340	0.204934345
341	0.2048390241
342	0.204494926
343	0.2040977478
344	0.2039700175
345	0.2036247408
346	0.2032579562
347	0.20317563
348	0.2023085152
349	0.2015079715
350	0.2012793068
351	0.2006106183
352	0.1996268296
353	0.1988464604
354	0.1983846959
355	0.1979784306
356	0.1974677109
357	0.1968163126
358	0.1962357188
359	0.1955974703
360	0.1950149071
361	0.1946649939
362	0.1938891837
363	0.1935755722
364	0.1933940484
365	0.193306481
366	0.1926415141
367	0.1924432429
368	0.1917564268
369	0.1912604231
370	0.1908262454
371	0.1903990149
372	0.1900240735
373	0.1898870701
374	0.1897760872
375	0.1893898258
376	0.1891352336
377	0.1887758302
378	0.1881267268
379	0.187460597
380	0.1874059351
381	0.1866207743
382	0.1863157691
383	0.1856667278
384	0.1852485378
385	0.1845313902
386	0.1837849191
387	0.1831235808
388	0.1830941642
389	0.1827506709
390	0.1824177378
391	0.1817082351
392	0.1813036601
393	0.1810684669
394	0.1804015927
395	0.1798194947
396	0.1792764121
397	0.179204367
398	0.1789014863
399	0.1783497198
400	0.1782841876
401	0.1774720448
402	0.1768854498
403	0.1763131211
404	0.1757210832
405	0.175513725
406	0.1750723986
407	0.174314623
408	0.1740665746
409	0.1736076479
410	0.1731767732
411	0.1728243324
412	0.1724182532
413	0.1718820711
414	0.1711805235
415	0.1709190927
416	0.1704550022
417	0.1701729627
418	0.1695287596
419	0.1693692711
420	0.1688862622
421	0.1683586865
422	0.1675165068
423	0.1671363241
424	0.1667957461
425	0.1662070267
426	0.1658762645
427	0.1656370706
428	0.1651314371
429	0.1649001672
430	0.1644898701
431	0.1639560917
432	0.1636313462
433	0.1631947184
434	0.1629113608
435	0.1625394433
436	0.1618184346
437	0.1612809654
438	0.1607682763
439	0.160070745
440	0.1599565987
441	0.1596823592
442	0.1594581449
443	0.1593170011
444	0.1590643472
445	0.1586473667
446	0.15830209
447	0.1580753171
448	0.1575457565
449	0.157180476
450	0.1569145017
451	0.1565998977
452	0.1564556835
453	0.1561287205
454	0.1556236918
455	0.155160997
456	0.1545535762
457	0.1542933549
458	0.1540860122
459	0.1536173937
460	0.1535975759
461	0.153050601
462	0.1527141788
463	0.1526653786
464	0.152458346
465	0.152076318
466	0.1517039818
467	0.1514040009
468	0.151332452
469	0.1507136337
470	0.1504753857
471	0.1504228949
472	0.1499385058
473	0.1494335237
474	0.1491516082
475	0.1487347983
476	0.1484602951
477	0.148329727
478	0.1480641869
479	0.1474542075
480	0.1472167038
481	0.1471644921
482	0.1468387077
483	0.1465554741
484	0.1462256114
485	0.1456672079
486	0.1453685605
487	0.1451882308
488	0.1449869357
489	0.1447069122
490	0.1443624109
491	0.1440671905
492	0.1438214992
493	0.1436696401
494	0.1434046893
495	0.1426894335
496	0.1421540268
497	0.1420659941
498	0.1419809233
499	0.14178473
500	0.1413450474
501	0.1408473379
502	0.1406161301
503	0.1400536328
504	0.1396104456
505	0.1395055879
506	0.1390795204
507	0.1389953799
508	0.1381552161
509	0.1379680478
510	0.1377800577
511	0.1373634028
512	0.1371067326
513	0.1365698528
514	0.1363515776
515	0.135837803
516	0.1355678589
517	0.1352419349
518	0.1349282924
519	0.1349129095
520	0.1343500711
521	0.1338851743
522	0.133252927
523	0.1329857586
524	0.1325851068
525	0.1322128792
526	0.1319600857
527	0.1317009965
528	0.1315936887
529	0.1311034846
530	0.1309069812
531	0.1307469965
532	0.1303480815
533	0.1301820491
534	0.1295994394
535	0.1292737635
536	0.1288407489
537	0.1284494865
538	0.1280606433
539	0.127889734
540	0.1275325403
541	0.127175021
542	0.126818308
543	0.1264008623
544	0.1262062817
545	0.1259217068
546	0.125486622
547	0.1251711884
548	0.1249754293
549	0.1247907577
550	0.124408939
551	0.1240789755
552	0.1236520938
553	0.1236092094
554	0.1234395872
555	0.1231812345
556	0.122745607
557	0.1224618385
558	0.1223043504
559	0.1222052846
560	0.1217043962
561	0.1214018256
562	0.1212382665
563	0.1208932613
564	0.1206717142
565	0.1204606653
566	0.1203461624
567	0.1201518377
568	0.1199731439
569	0.119826092
570	0.1195679176
571	0.1194354809
572	0.1192166708
573	0.1191369654
574	0.1189724217
575	0.1186257959
576	0.1184535065
577	0.1182873424
578	0.118127063
579	0.1178608638
580	0.1176031624
581	0.1173286593
582	0.1169577653
583	0.1167360166
584	0.1165919653
585	0.1164541322
586	0.1161373107
587	0.1158170157
588	0.11565027
589	0.1152499672
590	0.1149588174
591	0.114736433
592	0.1143500786
593	0.1140311404
594	0.1137816421
595	0.1133141711
596	0.1132551674
597	0.1129624281
598	0.1129410209
599	0.1126846841
600	0.1126295803
601	0.1122679749
602	0.1121037801
603	0.1119894555
604	0.1118759217
605	0.1117731808
606	0.1115319787
607	0.1112197783
608	0.1110574521
609	0.1108228172
610	0.1105764591
611	0.1103402037
612	0.1101246345
613	0.1099401877
614	0.1096982103
615	0.1095105381
616	0.1091800318
617	0.1090093163
618	0.1086897036
619	0.1084047178
620	0.1080591
621	0.1077905438
622	0.1075192273
623	0.1072104539
624	0.1070933923
625	0.1068565555
626	0.1066848011
627	0.1065022228
628	0.1062394584
629	0.106083397
630	0.1057993881
631	0.1056492348
632	0.1054262533
633	0.1051710641
634	0.104957503
635	0.10473501
636	0.1046011312
637	0.1042668645
638	0.1041810726
639	0.104077502
640	0.1038439836
641	0.1035949661
642	0.1033379625
643	0.1029072661
644	0.1028110535
645	0.1027146161
646	0.1025509951
647	0.1024430593
648	0.1022594033
649	0.1020044311
650	0.1019275712
651	0.1019179724
652	0.1016686447
653	0.1014216431
654	0.1012714122
655	0.1011567155
656	0.1010355445
657	0.1007506518
658	0.1005896747
659	0.100366794
660	0.1002625489
661	0.1001402072
662	0.09991917184
663	0.0997437733
664	0.09958899893
665	0.09944869251
666	0.0994068704
667	0.09924859148
668	0.09877915111
669	0.09837532043
670	0.09809978609
671	0.09794815188
672	0.09777362948
673	0.0975912916
674	0.0974598086
675	0.09738039777
676	0.09728244068
677	0.09702329713
678	0.09687700504
679	0.09678426603
680	0.09656205216
681	0.09630685512
682	0.09629493031
683	0.09593692252
684	0.09585765125
685	0.09574979301
686	0.09571528241
687	0.095469374
688	0.09536157779
689	0.09524456272
690	0.09516391909
691	0.09493664222
692	0.09471530449
693	0.0944497721
694	0.09432989601
695	0.09404401857
696	0.09387537328
697	0.09384808889
698	0.09358524695
699	0.09348804195
700	0.09343859045
701	0.09328122643
702	0.09309953984
703	0.09274169488
704	0.0927321969
705	0.09254342366
706	0.09252272195
707	0.09239026201
708	0.09226375673
709	0.09223323915
710	0.09219240173
711	0.09213242104
712	0.09211338632
713	0.09209245201
714	0.09197306439
715	0.09187265722
716	0.09164059647
717	0.09139945643
718	0.09127385054
719	0.09106667837
720	0.0910612587
721	0.09084562751
722	0.09083764921
723	0.09061808702
724	0.09048544876
725	0.09046666215
726	0.09044596044
727	0.09025248086
728	0.09015948598
729	0.08998842162
730	0.08965191415
731	0.08948820781
732	0.08928830837
733	0.0892733287
734	0.08897065729
735	0.08896128337
736	0.08886545073
737	0.08865961214
738	0.08859144381
739	0.08847129636
740	0.08844099588
741	0.08841148625
742	0.08832205796
743	0.08807729706
744	0.08792070063
745	0.08790244901
746	0.08768337529
747	0.08749670323
748	0.08748994223
749	0.08734612349
750	0.08711119396
751	0.08701049991
752	0.08694206021
753	0.08674378124
754	0.08662819281
755	0.08644353665
756	0.08621386396
757	0.08618012095
758	0.08603432508
759	0.08591903128
760	0.0856437528
761	0.08554813726
762	0.08551754215
763	0.08534738494
764	0.08524972249
765	0.08514317458
766	0.08509172269
767	0.08492817142
768	0.08474553116
769	0.08470619016
770	0.08447766498
771	0.08432475144
772	0.0840705701
773	0.08379105048
774	0.08366232771
775	0.08346966224
776	0.08345266668
777	0.0834256304
778	0.08322062919
779	0.08315185609
780	0.08280554826
781	0.08276081861
782	0.08255762395
783	0.08252306682
784	0.0823894051
785	0.0820865476
786	0.08189437835
787	0.0818804299
788	0.08175042005
789	0.08157170303
790	0.08146920243
791	0.08145447863
792	0.08133937091
793	0.0813201191
794	0.08122595345
795	0.08108419713
796	0.08089927735
797	0.08075010098
798	0.08062594499
799	0.0803960397
800	0.08028361468
801	0.08006809204
802	0.07996982481
803	0.07972289295
804	0.07943219286
805	0.07934987448
806	0.07920994797
807	0.07911677477
808	0.07902839319
809	0.07879012193
810	0.07868809429
811	0.07859344793
812	0.07856614028
813	0.07841041999
814	0.07829258306
815	0.07808682201
816	0.07796902385
817	0.07783584285
818	0.07776292165
819	0.07768607721
820	0.07745959119
821	0.07742680185
822	0.07734877113
823	0.07725802476
824	0.0770884258
825	0.0770050452
826	0.07689857483
827	0.07682964666
828	0.07659877994
829	0.07650803357
830	0.07648165633
831	0.07634182286
832	0.07621316987
833	0.07611200286
834	0.0758812757
835	0.07572056995
836	0.07561446399
837	0.07541408384
838	0.07527425037
839	0.07509146279
840	0.07499721961
841	0.07487537415
842	0.0746783745
843	0.0745419448
844	0.07440567017
845	0.07432360765
846	0.07425767232
847	0.07409309759
848	0.07384097867
849	0.07370734796
850	0.07349349231
851	0.07329161574
852	0.07327766729
853	0.07321369357
854	0.07301127426
855	0.07295239456
856	0.0728353795
857	0.07274519137
858	0.07264041901
859	0.07238769531
860	0.07217872434
861	0.07206377944
862	0.07199968167
863	0.07179407569
864	0.07170968715
865	0.07161109428
866	0.07139416051
867	0.07129489309
868	0.07114158413
869	0.07101707148
870	0.07090543731
871	0.07078476262
872	0.07054839095
873	0.07033583013
874	0.07024802231
875	0.0700917903
876	0.06999283302
877	0.06990642082
878	0.06983935348
879	0.06971820583
880	0.06948554031
881	0.06933261902
882	0.06930824218
883	0.06918931201
884	0.06909601475
885	0.06891119577
886	0.06879642921
887	0.06868552386
888	0.06857920081
889	0.06849654903
890	0.06839897962
891	0.068384659
892	0.06832321291
893	0.06825052432
894	0.06816324374
895	0.06803121799
896	0.06796940749
897	0.06785754072
898	0.06781762596
899	0.06762391377
900	0.06733936217
901	0.06732262247
902	0.0672661696
903	0.06713966432
904	0.06699948195
905	0.06677654701
906	0.06676949137
907	0.06664542842
908	0.06663013861
909	0.06656770008
910	0.06639306914
911	0.06618057809
912	0.06615829468
913	0.06606886639
914	0.06604985493
915	0.06598412118
916	0.06590328372
917	0.06577799572
918	0.06569905785
919	0.06552110843
920	0.06544300793
921	0.06528829559
922	0.06517948368
923	0.06509399414
924	0.06496916748
925	0.06485267577
926	0.06478208061
927	0.0646541797
928	0.06463157065
929	0.06448128941
930	0.0643475424
931	0.06422408422
932	0.06411833879
933	0.06401337259
934	0.06399629562
935	0.06392884448
936	0.06385305451
937	0.06374387819
938	0.06365740396
939	0.06364580868
940	0.06345309281
941	0.06340013675
942	0.0633309721
943	0.06327727558
944	0.06314297033
945	0.0631059476
946	0.06294797106
947	0.06280025234
948	0.06277558862
949	0.06264484219
950	0.062598054
951	0.06255432455
952	0.0624507307
953	0.06240263993
954	0.06238441545
955	0.06234585367
956	0.06225517707
957	0.06222931932
958	0.06215156385
959	0.0620460394
960	0.06190358526
961	0.06183342042
962	0.06169161758
963	0.06167863055
964	0.06162930698
965	0.06157541663
966	0.06145891717
967	0.0613112721
968	0.0612382191
969	0.06110389834
970	0.06101056231
971	0.06093878475
972	0.06085786199
973	0.06071362844
974	0.06065497747
975	0.0606313721
976	0.06055639624
977	0.06044694079
978	0.06030848743
979	0.06028249399
980	0.06025625244
981	0.06019788447
982	0.06019429463
983	0.06018061754
984	0.06012032284
985	0.06007979944
986	0.06003849681
987	0.06003534115
988	0.06002875848
989	0.05992355967
990	0.05991199152
991	0.05981775997
992	0.05967737213
993	0.05955909326
994	0.05950493541
995	0.05939397579
996	0.05925404153
997	0.05919775536
998	0.05919444076
999	0.05910954824
